gender,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32
0,-495.77136,98.0312,6.583705,20.183489,-7.569317,-4.2003655,1.7959999,-4.0747867,-12.999779,-0.7215208,-5.725124,-5.838839,-2.2860029,1.8136034,-8.656521,1.4970106,-1.5672007,2.6031199,-0.6736257,-1.9775636,-1.9447976,-3.097788,-0.6709259,-3.148021,-5.48044,-2.3143747,-3.8206315,-0.056822624,-1.4551722,-2.007899,-2.9645834,-2.600148
1,-428.3881,63.565674,-36.78423,-18.594604,-28.16255,-1.1076945,-7.999718,-17.054491,0.011004441,5.277202,-11.914855,3.2522488,-13.06559,-1.2848796,-0.73743993,-6.445755,0.5890098,-4.542149,-11.354035,-1.4701692,-7.0108294,-4.875182,-2.3060064,-4.171999,-0.5491087,3.4352303,-0.06318281,2.1651723,4.075807,6.145233,2.7126303,3.0804713
1,-459.75525,28.746868,-5.1331997,0.5412255,5.4109664,3.8628104,-5.617943,-9.506807,-5.735887,3.6513371,-1.2069763,-1.0031971,-4.6287966,2.8426757,-3.28496,-3.6857736,-4.4938335,-1.3191543,-3.9463835,0.52195215,-3.546087,1.4187034,-3.2093718,1.6571909,-2.3331294,-2.1705768,-0.49838075,0.61070114,-1.4340467,-0.4048972,-0.7539333,-0.8377158
1,-504.35187,34.04734,-6.8657837,5.889668,-1.5036579,-1.3422854,-13.7181015,-3.5767517,-6.8917904,-5.918349,-2.1182482,-1.534055,-4.9220743,-3.0323827,-1.9380405,-1.1578575,-1.9002023,-0.8352825,0.24913439,-1.5486271,-0.5477056,1.4473422,0.6728066,0.9608097,-0.20630847,0.75111705,-0.109390534,0.7489677,0.4599154,1.1333606,-0.6685069,0.17228264
0,-533.9718,8.801094,-16.94158,2.4475772,-6.310412,0.16104473,-5.2450805,-2.1239882,-2.8509,1.6734143,-1.2762319,1.6018146,-1.1721226,-2.399772,-0.15852416,-3.0417368,-0.50300294,0.22843443,-2.036678,-0.24886796,-1.3206588,1.3237516,-1.0793926,0.72793114,0.7746747,-1.0116556,0.89604396,0.24568652,-0.027472397,0.25419545,-0.2951965,-0.03230464
0,-416.10312,18.057508,-12.431048,12.948329,10.78935,-1.8216636,-12.379751,-9.885137,-13.56948,-4.9799137,-15.16043,-0.14736377,-19.351582,-2.9954872,-11.963106,-5.8427835,-4.9411116,2.1155891,-0.3385082,7.672216,-12.087991,1.6118708,-9.374921,4.705517,1.5199959,3.3068664,0.75515646,1.859293,-1.7074682,1.5196711,-4.3625326,-0.07282208
0,-421.25998,28.68809,-10.7852545,2.1614778,0.4321431,-3.0883014,-4.520681,-2.0028708,-1.391769,1.748451,-1.0618916,1.2717733,0.18679789,-1.6289757,-2.007523,-0.5295543,-3.025744,-1.9625678,-1.683697,0.184958,-0.85888004,0.015659431,-0.6334601,-0.0708375,-0.704532,-0.21936359,-1.2559342,-0.66764665,-0.95261747,-0.849675,-1.5321592,0.15440562
0,-353.50327,75.800156,28.05197,13.456305,5.008348,-8.62553,-11.864545,0.78867483,-11.31667,8.033776,-9.818581,-1.8045152,-9.05391,2.5658233,-11.833038,-1.9294568,-7.9268913,-1.2382616,-14.959524,-6.1931987,-14.054326,2.0065553,-11.160065,-2.5442643,-6.166022,0.29885805,-3.3134637,1.4893126,-4.6655216,0.85647273,1.1914852,3.4244356
0,-408.65472,23.288233,-4.5671105,-9.315392,-9.341338,-2.4331117,-11.3325205,-1.0975627,-7.0679026,0.19982073,-10.138325,0.28184807,-3.5303948,-2.8286867,-7.539118,3.3772252,-3.3036838,1.2708058,-3.4979355,0.9766658,-1.9724946,1.5094795,-4.384326,1.3434334,-2.8131075,0.30024216,-4.7606783,0.7745327,-3.279146,1.0587833,-0.790033,2.052081
0,-479.3871,3.6815019,-10.379915,8.167306,-2.9138672,-4.2835326,-4.073969,-2.5008721,-6.685741,-1.6686286,-7.558391,1.1695647,-2.5690415,1.8167757,-0.9056981,1.4164938,-2.6355953,-0.07559572,-2.2505012,-0.6769694,-3.4039376,-0.122063264,-1.2997453,0.19211185,-0.17724408,0.8814705,-0.43493688,1.3404129,-0.2730408,1.5374701,-0.40361217,1.214103
0,-523.9746,10.584777,-0.4501154,-0.48280522,-0.4928188,0.13635685,-3.904255,0.7786663,-3.3967974,-1.069834,-2.1085277,0.07900694,-2.6271353,1.6109229,-2.8566895,-0.8813328,-1.6487929,-1.5085509,-1.1556399,0.15177727,-1.307583,-0.12294175,-1.1631936,-0.83374244,-1.2469063,0.90560716,-0.871334,1.4961861,-0.62648267,0.8616583,-0.28485546,0.22463536
0,-382.73035,69.43608,-12.507748,-5.093429,-21.620579,-3.8505144,-9.627712,-19.22034,-8.696067,0.5608309,-22.092703,1.9133103,-10.691464,0.27668554,-0.50631046,-4.0325933,-2.0778537,-1.5080273,-5.828736,-1.9849173,-1.0130103,-1.6847522,-1.1620562,1.6207882,-4.631802,-2.1652422,-4.6515193,0.25104597,-1.7049106,1.0737596,0.20605198,-0.13269085
1,-303.7736,38.899406,-15.092589,1.9787941,-11.278258,-1.3093414,-18.199139,-3.187035,-14.8473625,-1.1565073,-9.629991,-0.16053876,-9.956661,1.0154164,-6.748711,1.3283257,-6.1684794,-2.9658067,-6.9696546,-1.7715304,-5.257794,-0.7312368,-5.49415,0.8362437,-1.7926533,2.8784947,-3.5019865,0.100891605,-0.40207884,-0.017941227,-1.6421653,1.7121158
0,-384.97217,47.821888,-3.6071928,6.471598,-22.851177,9.997912,-8.761304,-4.755603,-6.121168,-0.4375118,-7.7516565,7.7462745,-13.397315,-2.2122598,-3.263141,1.2676332,-6.400693,-2.813093,-5.482844,-5.4794245,-1.9647071,-2.78464,-1.6793832,-3.3645098,-2.5300539,3.0636084,-2.3546183,-1.6988665,-2.6660008,-1.4782081,0.4898509,0.2701218
0,-479.52594,24.7346,-4.408718,2.7233305,-7.0277834,0.68085235,-4.6091948,-2.2904975,-5.119781,-5.8026547,-9.174926,-2.1984062,-6.6997867,-2.9725163,-3.516233,-1.8499337,-2.706847,0.9456131,-2.5836887,2.9977815,-2.501161,2.0402007,0.6731292,1.5140018,-1.3581994,-0.4613262,-0.35574996,1.2042648,-0.39591682,0.71210855,-2.123007,0.043201223
0,-505.94763,38.580853,-2.2312708,-4.3812685,-0.33951926,-1.6599907,-8.741689,-5.211582,-0.5878528,-2.1046429,-5.000334,-0.30143172,-3.2548819,0.43236682,-5.0121183,-4.802862,-5.5111165,-0.9690199,-2.9389803,-1.2848098,-2.486618,-1.4798683,-0.23348941,-2.6815503,-0.7238772,-0.8866268,-1.3271179,0.2485873,-0.9833797,0.8417271,0.028154587,0.16373792
0,-423.00293,35.081833,9.247638,2.6434045,-5.668972,-6.611095,-14.950164,-6.3458166,-9.753327,-0.0053295684,-8.74566,-1.2260648,-6.574064,-3.0284035,-6.600376,0.21196313,-5.700341,1.439584,-3.0482368,1.4143779,-3.4660358,0.7760505,-3.8351014,-0.4669396,-2.0087545,0.4156579,-1.8491586,-1.1417031,-1.9918711,-0.87990755,-2.0864186,-0.87102103
0,-932.4318,-7.395357,-2.8123915,4.383548,-8.79592,1.206222,-14.816511,-6.703343,-0.08609352,7.263835,-10.72157,-1.5597548,-5.030253,4.802318,-10.159616,4.6597104,-7.8092337,-1.3751948,-11.630978,-4.8088565,-11.242389,5.350998,-3.7571816,-1.5483636,-4.489683,3.182629,-9.200763,-5.14247,-6.3611445,-1.3127536,-3.4624,1.9962891
0,-393.78088,25.744356,-6.298264,-2.0386147,-4.32749,-2.6259966,-12.20622,-2.2149868,-11.380396,-1.6292043,-7.161979,-1.5456235,-5.166597,0.16558482,-6.9330893,1.005112,-3.3566015,-0.76353604,-4.370881,2.5332117,-5.7526965,0.20458372,-3.125393,0.01830342,-1.0491782,1.6391944,-3.0562308,1.686462,-1.4398957,0.57933384,-2.694223,2.4275963
0,-346.1447,69.04841,28.799585,41.585052,17.360762,22.812672,7.9169145,6.093897,0.7119549,4.505718,0.39954033,-1.827248,0.84081024,-4.1120057,-10.047093,-4.883347,-5.5048823,-2.1801808,-9.824901,-4.5304117,-7.944043,-5.7367477,-3.30321,-3.3555517,-4.2585435,-2.8847303,-5.0444994,-3.7244463,-4.0212955,-2.4032586,-5.4699864,-1.3755139
1,-663.0421,64.223206,3.983266,31.638817,-5.9954567,20.574007,-10.54369,14.774279,-10.061528,10.074255,-10.489432,7.4001985,-10.371907,6.0432014,-10.284779,5.1810875,-9.268265,3.7009938,-8.121509,2.8590171,-7.078895,2.6738522,-5.856643,3.412596,-5.8576055,1.8322147,-4.9880676,1.9109029,-4.6343,1.9105295,-4.5143657,1.8357843
0,-487.78442,36.661007,-5.868161,3.7860484,4.3238196,3.5165243,-9.156832,-5.422915,-10.548631,-3.4082162,-5.5431023,-4.5357494,-6.4872146,-2.4711452,-8.3383045,-3.0098512,-2.8703976,-6.0200396,-2.6635394,-2.0011618,-1.8077272,-0.25075746,-3.138217,0.04535315,-1.1054344,-0.022556026,0.45491713,1.5478507,-1.1387786,0.25322276,0.53487295,2.6763542
0,-389.66736,32.51091,-48.971516,21.96682,-9.738022,-15.296092,-12.98355,-7.815727,-11.224158,-1.8645933,-10.979594,1.4730071,-6.6881776,1.779653,-3.135006,-2.9995184,-3.1353405,-2.6504443,-1.8362408,0.55566484,-1.516897,0.6637761,1.0645376,-2.8198726,-0.7568947,-1.8936179,0.1832162,3.0751572,-1.1600416,1.1521327,0.6354556,2.296651
0,-295.57645,40.381428,-21.339859,14.047265,-17.256363,13.723039,-21.19922,-9.707661,0.5706965,1.305997,-12.697874,-0.93421406,-2.373377,-0.03739365,-4.6708565,-3.7984605,-5.322446,-3.4418879,-4.0978537,1.0972891,-5.9724507,-0.5737328,-1.0773381,-1.8314481,-0.81648123,-0.38289696,-1.1519388,1.092918,-2.8209121,-0.111508615,-2.0171885,-0.5992282
1,-449.12424,4.350716,6.7974744,16.732765,9.394165,-0.79212415,-6.398506,0.6790956,1.8276937,0.7628778,-4.7840867,2.0731728,-3.7282534,-4.0453405,-3.203866,-1.0946002,-3.1454885,-1.0617356,-3.325599,5.369761,-6.947273,7.271468,-0.9475725,0.70346683,0.24514304,1.4033533,-0.07090059,0.026355118,-1.5747533,0.06514219,-1.0894605,-2.0385714
0,-356.9511,60.61745,-6.1961455,-6.7358713,-15.827235,2.6830924,-19.936302,-9.776446,-14.877763,4.3152614,-8.09198,2.2075992,-11.758719,2.9833798,-8.631159,-4.285754,-4.1817718,-7.4347997,-4.0711875,1.2330453,-3.622512,-7.827031,1.807106,-1.2739809,-2.2217686,1.4758934,-2.4675477,2.3542023,-3.2387218,2.268622,-2.845412,-0.4216987
0,-454.2859,0.51125926,-6.963258,12.622933,3.8050365,3.583551,-10.383548,-0.023726502,-6.698106,-1.7282866,-7.809037,-0.49478596,-6.777457,0.39833814,-8.64095,-0.40219244,-2.96931,0.3131967,-6.5138445,0.7648364,-3.738972,1.5548148,-2.892607,0.94440776,-3.1650786,0.97739184,-1.7330649,0.94394493,-1.5478698,0.29414085,-1.1847107,1.4132146
1,-479.0563,7.8685846,-1.4602315,-0.32656395,-4.5208898,-2.1688256,-7.5888424,-0.41461217,-3.4062626,-2.7950306,-7.578931,0.4948879,-3.340816,-0.5623446,-1.4245049,1.7442408,-3.3720334,1.3174468,-2.0386508,0.51758945,-0.9356773,-1.6393696,-0.2844142,-0.29265252,-1.0780525,-0.13786496,-1.219753,0.9134914,-0.6939396,0.85238236,-0.057533823,0.6808125
0,-390.69476,54.641037,-14.883794,-12.713842,-1.398933,-6.137676,-7.319821,-7.6393213,-12.456182,4.888198,-7.646864,-2.9847853,0.61962223,-2.4290447,-5.449382,-1.6393439,-1.8120117,-5.22061,-3.8896883,-0.7491812,-2.8910124,-2.1347497,-0.2142358,-0.8761668,-1.402044,1.6963919,-0.8500847,0.802728,0.17096482,0.624281,0.15626487,0.17018147
0,-536.2692,2.041339,-5.523523,-8.478372,-7.701686,-1.2690599,-13.125421,3.2236524,-6.195591,0.2204197,-6.440702,1.76027,-2.307711,3.7849822,-2.6020908,2.377635,-2.791244,-0.8650283,-2.4879513,0.39445052,-0.95927596,0.94579434,0.1439459,0.77924955,-0.59560007,-0.4263072,-0.26381576,1.6260798,0.22524261,1.5295311,-0.538559,-0.69636804
0,-351.55444,4.4034233,-32.134098,10.465806,-5.4560065,11.729026,-12.747511,-10.977204,-9.55936,2.604673,-15.080588,6.184292,-11.869983,-8.323527,-9.688802,0.7781685,-6.610796,2.9970574,-6.1170273,-0.6448224,3.2874513,-6.41148,0.81061834,2.345761,1.5751578,4.2079544,-2.2979724,-0.9665165,0.023552809,0.54370075,-2.5153403,-3.105623
0,-382.90738,19.645067,-20.677486,13.956653,-4.033115,3.742181,-10.635288,-13.226785,-7.8031898,-1.1631057,-15.502294,0.22347468,-6.137009,3.790015,0.68894887,-0.79681873,-1.2946844,0.5090597,-3.275234,-0.19038838,-5.6590056,-0.69339144,-4.1648693,-1.2481489,-1.7077183,-1.3188561,-3.2963154,0.28269768,0.14790155,-0.2555583,-0.6344677,0.4668129
0,-488.59784,19.46336,1.0040382,0.41172308,-2.1955235,1.2416633,-3.1282105,-1.7325554,-2.2525334,0.09998267,-4.380707,-1.083501,-2.0492985,-0.73716974,-1.3338095,0.23706129,-1.8968498,-1.6533402,-0.5769313,0.2297049,-1.8637426,-0.15973781,-0.4284476,-0.602287,0.1965128,-0.43232578,-1.6102382,1.0223715,-0.506736,0.51696813,-0.020235019,-0.058494728
0,-442.16483,72.28147,-38.30716,9.576324,-10.744505,-24.11882,-16.29071,-12.7164,-16.704433,-6.2099423,-11.409055,-7.2424083,-10.079756,-0.10040908,0.43508855,-8.036945,0.02025448,2.940728,-2.7148035,4.4968777,4.513086,0.4685253,-1.5579048,4.1245456,-0.13404083,1.1532018,-3.5813797,1.7201062,1.7321575,-2.7364297,-2.826804,-0.006986802
1,-529.75226,19.737152,-14.733553,4.90016,-11.88092,10.516644,-8.431717,6.471704,-9.086364,-0.58070695,-6.5609403,1.2079674,-2.5589256,-0.15565892,-5.1706247,-2.8077087,-5.763372,-0.1349323,-1.0867261,-1.3182887,-1.500339,-2.5386457,-1.4381068,-0.633717,0.49509454,-1.3988444,-2.0319993,-3.4670537,-2.2344964,-2.047655,-0.9938468,-1.1112914
0,-347.1249,22.643902,-16.00483,3.4001265,-11.880129,1.8612701,-14.345082,-4.5366797,-9.874064,1.7938049,-3.6597352,-4.8606696,-7.1018004,1.4120095,-4.465381,-2.1035233,-1.4742742,-2.3503041,-6.9043922,1.2426031,-4.275529,-2.606671,-2.378747,-1.2725126,-2.4372792,2.3929162,-1.1160623,1.4430393,-2.0668788,2.39637,0.80698955,-0.20716846
0,-555.29944,10.116807,-1.5418892,0.13910349,-0.6241334,1.2937205,-3.8396828,0.61005914,-2.6688395,0.85413975,-1.3883141,-0.7805992,-0.9529066,-0.5509527,-0.9808055,-0.663878,-0.32594705,-0.6606359,-0.28703976,-0.4071146,-0.87220556,0.3631731,-0.6727868,0.3809626,-0.62224287,-0.021622064,0.19576903,-0.03682677,0.28793576,0.007285601,0.071351804,-0.12133129
0,-213.46492,84.33979,-18.217594,-3.2598069,-20.608511,2.3334463,-25.282246,-17.833096,-23.550833,-7.1288214,2.1809697,-3.5595462,-12.982649,4.713459,-13.542337,3.9754689,-9.47295,-5.320329,-7.6545615,0.79993856,-2.8232884,-3.9713569,1.9912188,0.3699288,0.1194237,2.5567682,0.45713973,2.343823,-0.48578975,2.0741808,-1.0659481,0.041537967
1,-490.9769,20.293226,2.4736784,-0.14516269,-3.8590753,-0.4477497,-5.877129,-1.316096,-3.7647843,2.376126,-1.1465368,2.400167,-1.6404355,-0.5161353,-2.3608844,-1.4439582,-2.8772469,-1.083785,-1.9494429,1.040766,-0.23665626,0.48566055,-0.24926902,-0.6528283,-1.0944468,-1.1647805,-1.8036268,-0.50679576,-0.2728664,0.18869862,-0.116045244,0.10534988
0,-445.75674,30.8476,15.451502,-5.1217604,3.4373074,-2.3661606,-7.643226,8.835229,-7.1717253,-0.015768018,-9.23574,0.68364656,-11.196997,3.0013394,-11.141086,2.0862148,-11.067352,-0.5590514,-8.192334,0.33846885,-5.7233686,0.24936832,-4.9993496,-1.8187354,-1.1292952,1.0117054,-3.2082992,-1.8618196,-2.230828,0.68715227,-4.4274993,-0.60839707
0,-712.1241,29.404318,12.294663,11.297678,3.503053,5.3247495,2.2203472,1.3000335,-2.1177902,-1.0917891,0.74767697,-0.67766285,-0.013232891,-1.0363349,-2.3749201,-1.0744267,-3.3552418,-0.8322621,-4.346104,-2.9495463,-2.0136986,-3.9297912,-2.2111375,-2.6584039,-2.282329,-1.574313,-2.7727962,-2.5406535,-1.6806226,-1.6046162,-2.3472645,-2.198568
